Id,Label,Size,modularity_class
partial exchangeability,partial exchangeability,4,8
modality,modality,5,5
sidak procedure,sidak procedure,1,7
simultaneous equations,simultaneous equations,1,5
mutual information,mutual information,5,0
gaussian graphical model,gaussian graphical model,21,5
common mean problem,common mean problem,2,6
effect heredity,effect heredity,1,1
water monitoring,water monitoring,1,2
ensemble forecast,ensemble forecast,1,8
ridge dantzig,ridge dantzig,1,3
conditional autoregressive model,conditional autoregressive model,4,0
coordinate-exchange algorithm,coordinate-exchange algorithm,1,2
binary time series,binary time series,1,8
posterior expected rank,posterior expected rank,1,8
sparse contingency tables,sparse contingency tables,1,7
subexponential increments,subexponential increments,1,1
hammersley-clifford theorem,hammersley-clifford theorem,1,2
average covariate effect,average covariate effect,1,3
k-means algor ithm,k-means algor ithm,1,0
squared residuals,squared residuals,1,3
cell suppression,cell suppression,1,5
average mean-squared,average mean-squared,1,8
correlated outcomes,correlated outcomes,1,7
multivariate random functions,multivariate random functions,1,3
supersaturated design,supersaturated design,3,5
individual patient data,individual patient data,2,0
natural exponential family,natural exponential family,2,1
universality,universality,1,7
non-stationarity,non-stationarity,4,8
kernel learning,kernel learning,1,8
cauchy,cauchy,1,2
whittle's approximation,whittle's approximation,1,8
likelihood asymptotics,likelihood asymptotics,2,7
time ordering,time ordering,1,3
recursive partitioning,recursive partitioning,3,0
measurement-error model,measurement-error model,1,6
profiled estimation,profiled estimation,1,1
chilipepper rockfish,chilipepper rockfish,1,2
weak identifiability,weak identifiability,3,3
schur convexity,schur convexity,1,3
dyck path,dyck path,1,1
unified inference,unified inference,1,8
multi-response regression,multi-response regression,1,8
regression discontinuity,regression discontinuity,3,6
d-vine,d-vine,2,8
local regression,local regression,2,5
degree of mapping,degree of mapping,1,3
l(1)-penalized least squares,l(1)-penalized least squares,1,1
permutation method,permutation method,1,2
carcinogenicity experiment,carcinogenicity experiment,1,7
confidence interval after model selection,confidence interval after model selection,1,4
handwriting data,handwriting data,1,3
nonparametric bayesian method,nonparametric bayesian method,1,0
sample of curves,sample of curves,1,1
size,size,3,4
adaptive strategies,adaptive strategies,1,4
bounded influence function,bounded influence function,1,0
iteration complexity,iteration complexity,1,1
diagnostic plot,diagnostic plot,2,2
u-statistic.,u-statistic.,1,8
autoregressive modeling,autoregressive modeling,1,8
second-order model,second-order model,2,6
local independence,local independence,2,3
with a,with a,1,5
pseudo-partial likelihood,pseudo-partial likelihood,2,8
arfima model,arfima model,1,2
rfci algorithm,rfci algorithm,1,0
schwarz information criterion,schwarz information criterion,1,1
regression smoother,regression smoother,1,5
p-value distribution,p-value distribution,1,1
stochastic epidemic,stochastic epidemic,1,2
karcher mean,karcher mean,1,2
minimax problems,minimax problems,1,1
pauli basis,pauli basis,1,7
primary resolution level,primary resolution level,1,8
unequal probability sampling,unequal probability sampling,5,7
path-specific effect,path-specific effect,1,6
infinite dimension,infinite dimension,1,2
cayley transform,cayley transform,1,6
spatial modeling,spatial modeling,2,7
breast cancer mortality,breast cancer mortality,1,6
hanova,hanova,1,0
greedy algorithms,greedy algorithms,1,5
mirror-symmetric design,mirror-symmetric design,2,2
seasonal time series,seasonal time series,1,2
painleve equation,painleve equation,1,4
arfima models,arfima models,1,0
biorthogonal wavelet transform,biorthogonal wavelet transform,1,4
lindley's paradox,lindley's paradox,1,1
gene regulation,gene regulation,1,3
time series cross-validation,time series cross-validation,1,3
bayes linear bayes graphical model,bayes linear bayes graphical model,1,5
hanson-wright,hanson-wright,1,7
alternative likelihood,alternative likelihood,1,3
unconstrained parameterization,unconstrained parameterization,1,4
class models,class models,1,4
wright's f-st,wright's f-st,1,3
model mis-specification,model mis-specification,1,2
cascading latin hypercube,cascading latin hypercube,1,0
binomial tails,binomial tails,1,0
posterior predictive check,posterior predictive check,1,8
poisson rates,poisson rates,1,1
optimal shrinkage,optimal shrinkage,1,2
high-dimensional asymptotics,high-dimensional asymptotics,3,4
%response,%response,1,1
particle learning,particle learning,3,1
scale adjustment,scale adjustment,1,0
observational regression,observational regression,1,7
no unmeasured confounders,no unmeasured confounders,1,0
hyvarinen score,hyvarinen score,1,5
normal mixture,normal mixture,4,0
l-1-distance,l-1-distance,1,2
implicit updates,implicit updates,1,6
migration model,migration model,1,6
adaptive cluster sampling,adaptive cluster sampling,1,6
test of monotonicity,test of monotonicity,1,5
statistical model selection,statistical model selection,1,6
probabilistic index,probabilistic index,1,5
longitudinal models,longitudinal models,2,4
two-stage samples,two-stage samples,1,0
decadal temperature change,decadal temperature change,1,6
cell frequencies,cell frequencies,1,7
supremum,supremum,1,3
spatial residuals,spatial residuals,1,7
estimation and inference,estimation and inference,1,0
fr,fr,1,0
fidelity,fidelity,1,5
additive hazards model,additive hazards model,3,4
jeffreys' prior,jeffreys' prior,1,4
directional dispersion,directional dispersion,1,7
pseudofactor,pseudofactor,2,2
regression diagnostic,regression diagnostic,1,3
positive dependence,positive dependence,4,1
transformation models,transformation models,5,1
terminal event,terminal event,2,2
burn-in,burn-in,3,1
fieller-creasy,fieller-creasy,1,8
group sequential trial,group sequential trial,1,4
data-driven,data-driven,1,7
united states renal data system,united states renal data system,1,8
varying-coefficient regression,varying-coefficient regression,1,2
finite population percentile,finite population percentile,1,2
deblurring,deblurring,1,3
iterative partial maximization,iterative partial maximization,1,0
of squares,of squares,2,6
gwas,gwas,4,4
adaptive regression,adaptive regression,1,0
metropolis-adjusted langevin algorithm,metropolis-adjusted langevin algorithm,1,5
gradient estimation,gradient estimation,2,8
estimating equation approach,estimating equation approach,1,5
two-sided interval,two-sided interval,1,0
scatter matrix,scatter matrix,4,7
hamming loss,hamming loss,1,8
normal curvature,normal curvature,2,2
binary markov,binary markov,1,7
relative,relative,1,2
two-sample t-statistic,two-sample t-statistic,1,7
joint probability,joint probability,1,1
variance-covariance function,variance-covariance function,1,1
shape restricted regression,shape restricted regression,2,2
minimum ellipse,minimum ellipse,1,1
poisson embedding,poisson embedding,1,1
interim analysis,interim analysis,3,3
indicator,indicator,1,7
reweighting,reweighting,4,3
history matching,history matching,1,5
stratified bootstrap,stratified bootstrap,1,6
adaptive allocation,adaptive allocation,1,3
threshold choice,threshold choice,1,0
discrete choice models,discrete choice models,1,7
nonsmooth estimating function,nonsmooth estimating function,2,1
linear rank statistics,linear rank statistics,1,1
high-dimension low,high-dimension low,1,6
bispectrum,bispectrum,1,7
value-at-risk,value-at-risk,3,4
validity,validity,2,6
hierarchical model,hierarchical model,39,2
split densities,split densities,1,1
nested dirichlet process,nested dirichlet process,1,4
marginalisation,marginalisation,1,7
benchmark estimation,benchmark estimation,1,5
nonparametric tests,nonparametric tests,2,7
minimax adaptive estimation,minimax adaptive estimation,1,8
covariate balancing,covariate balancing,1,0
high data dimension,high data dimension,2,2
covariance matrices,covariance matrices,10,8
test for over-identification,test for over-identification,1,4
t process,t process,2,3
luck,luck,1,0
levy density,levy density,1,2
privacy,privacy,1,8
multicollinearity,multicollinearity,2,3
high-dimensional contingency table,high-dimensional contingency table,1,8
penalized spline,penalized spline,5,0
nonparametric test statistic,nonparametric test statistic,1,1
greatest convex minorant,greatest convex minorant,3,7
nested smoothing spline,nested smoothing spline,1,1
papangelou conditional intensity,papangelou conditional intensity,1,2
signaling network inference,signaling network inference,1,2
adaptive shifts,adaptive shifts,1,1
meta-model,meta-model,1,5
chordal distance,chordal distance,1,6
convex cost function,convex cost function,1,7
profile least squares,profile least squares,2,0
maximal invariants,maximal invariants,1,1
edge universality,edge universality,1,3
compact operators,compact operators,1,6
markov random field,markov random field,12,1
low sample,low sample,1,6
multiple treatments,multiple treatments,1,4
robust scatter matrix,robust scatter matrix,1,7
varying coefficient models,varying coefficient models,5,5
resampling methods,resampling methods,4,4
stepup procedure,stepup procedure,3,0
plague outbreak,plague outbreak,1,1
experimental design,experimental design,14,6
grassmann manifolds,grassmann manifolds,2,4
standardized compound criterion,standardized compound criterion,1,0
control treatments,control treatments,1,0
independence model,independence model,2,7
and validation,and validation,1,2
inhomogeneous spatial,inhomogeneous spatial,7,2
least absolute shrinkage and selection operator (lasso),least absolute shrinkage and selection operator (lasso),1,5
telemetry data,telemetry data,1,8
sup-norm posterior contraction,sup-norm posterior contraction,1,5
markov chain monte carlo sampling,markov chain monte carlo sampling,4,7
vapnik-chervonenkis class,vapnik-chervonenkis class,1,0
conditional in-dependence,conditional in-dependence,1,2
multivariate probit model,multivariate probit model,1,2
functional gradient boosting,functional gradient boosting,1,1
forward and,forward and,1,7
microarray normalization,microarray normalization,1,2
self-affine,self-affine,1,0
co-plots,co-plots,1,6
network communities,network communities,2,5
iterative conditional fitting,iterative conditional fitting,1,5
partial observation,partial observation,1,8
sociology of science,sociology of science,1,0
old faithful,old faithful,1,7
asymptotically least,asymptotically least,1,8
between and,between and,1,5
piecewise local,piecewise local,1,1
corrupt sampling,corrupt sampling,1,1
hougaard model,hougaard model,1,4
shape similarity,shape similarity,1,2
