Source,Target,Weight
sampling,streaming data,1
enrichment,false discovery rate,1
enrichment,microarray,1
enrichment,reproducibility,1
enrichment,simultaneous tests,1
false discovery rate,microarray,3
false discovery rate,reproducibility,1
false discovery rate,simultaneous tests,1
microarray,reproducibility,1
microarray,simultaneous tests,1
reproducibility,simultaneous tests,1
credit spread,dirichlet process mixture,1
credit spread,hierarchical model,1
credit spread,nonparametric bayes,1
credit spread,treasury bond,1
credit spread,yield curve,1
dirichlet process mixture,hierarchical model,1
dirichlet process mixture,treasury bond,1
dirichlet process mixture,yield curve,1
hierarchical model,nonparametric bayes,2
hierarchical model,treasury bond,1
hierarchical model,yield curve,1
nonparametric bayes,treasury bond,1
nonparametric bayes,yield curve,1
treasury bond,yield curve,1
backfitting algorithm,environmental epidemiology,1
backfitting algorithm,particulate matter,1
backfitting algorithm,spatio-temporal data,1
backfitting algorithm,specification test,1
environmental epidemiology,particulate matter,1
environmental epidemiology,spatio-temporal data,1
environmental epidemiology,specification test,1
particulate matter,spatio-temporal data,1
particulate matter,specification test,1
spatio-temporal data,specification test,1
censoring,conditional poisson regression,1
censoring,epidemiologic study,1
conditional poisson regression,epidemiologic study,1
bayes factor,bond yield,1
bayes factor,nelson-siegel model,1
bayes factor,particle learning,1
bond yield,nelson-siegel model,1
bond yield,particle learning,1
nelson-siegel model,particle learning,1
iterated filtering,partially observed,1
iterated filtering,markov process,1
iterated filtering,plasmodium falciparum,1
iterated filtering,sequential monte carlo,1
partially observed,plasmodium falciparum,1
markov process,plasmodium falciparum,1
plasmodium falciparum,sequential monte carlo,1
causal inference,em algorithm,2
causal inference,profile likelihood,1
em algorithm,sensitivity analysis,2
profile likelihood,sensitivity analysis,1
bias correction,method-of-moments correction,1
bias correction,subsampling extrapolation,1
method-of-moments correction,subsampling extrapolation,1
additive models,functional gradient boosting,1
additive models,penalized splines,1
additive models,stunting,1
additive models,variable selection,2
functional gradient boosting,model choice,1
functional gradient boosting,penalized splines,1
functional gradient boosting,stunting,1
functional gradient boosting,variable selection,1
model choice,penalized splines,1
model choice,stunting,1
model choice,variable selection,1
penalized splines,stunting,1
penalized splines,variable selection,2
stunting,variable selection,1
design sensitivity,difference-in-differences,1
design sensitivity,evidence factor,1
design sensitivity,test for bias,1
difference-in-differences,evidence factor,1
difference-in-differences,optimal matching,1
difference-in-differences,sensitivity analysis,1
difference-in-differences,test for bias,1
evidence factor,optimal matching,1
evidence factor,sensitivity analysis,2
evidence factor,test for bias,1
optimal matching,test for bias,1
sensitivity analysis,test for bias,1
one-one resampling design,poisson sampling,1
one-one resampling design,replications,1
one-one resampling design,simple random sampling,1
one-one resampling design,unequal probability sampling,1
one-one resampling design,variance estimation,1
poisson sampling,replications,1
poisson sampling,simple random sampling,1
poisson sampling,unequal probability sampling,1
poisson sampling,variance estimation,1
replications,simple random sampling,1
replications,unequal probability sampling,1
replications,variance estimation,1
simple random sampling,unequal probability sampling,1
simple random sampling,variance estimation,1
unequal probability sampling,variance estimation,1
additive model,independent learning,1
additive model,nonparametric independence screening,1
additive model,sure independence screening,1
independent learning,nonparametric independence screening,1
independent learning,nonparametric regression,1
independent learning,sparsity,1
independent learning,sure independence screening,1
nonparametric independence screening,nonparametric regression,1
nonparametric independence screening,sparsity,1
nonparametric independence screening,sure independence screening,1
nonparametric independence screening,variable selection,1
nonparametric regression,sure independence screening,1
sparsity,sure independence screening,2
microstructure noise,symmetric stable,1
levy process,symmetric stable,1
classification accuracy,conditional kaplan meier,1
classification accuracy,inverse probability weighting,1
classification accuracy,predictive value,1
classification accuracy,roc curve,1
classification accuracy,time-dependent accuracy,1
conditional kaplan meier,inverse probability weighting,1
conditional kaplan meier,predictive value,1
conditional kaplan meier,roc curve,1
conditional kaplan meier,time-dependent accuracy,1
inverse probability weighting,predictive value,1
inverse probability weighting,roc curve,1
inverse probability weighting,time-dependent accuracy,1
predictive value,roc curve,1
predictive value,time-dependent accuracy,1
roc curve,time-dependent accuracy,1
causal inference,exact test,1
causal inference,randomization,2
covariate adjustment,exact test,1
covariate adjustment,randomization,1
exact test,randomization,1
covariance matrix,gaussian graphical model,1
frobenius norm,gaussian graphical model,1
frobenius norm,precision matrix,1
frobenius norm,rate of convergence,1
gaussian graphical model,rate of convergence,1
gaussian graphical model,spectral norm,1
rate of convergence,spectral norm,1
bootstrap variance estimation,penalized regression,1
bootstrap variance estimation,regularization,1
bootstrap variance estimation,shrinkage,1
penalized regression,regularization,2
penalized regression,shrinkage,1
m-estimation,robust regression,1
m-estimation,sparsity,2
m-estimation,thresholding,1
robust regression,sparsity,1
robust regression,thresholding,1
bandwidth selection,binary regression,1
bandwidth selection,dorfman screening,1
bandwidth selection,local polynomial estimator,1
bandwidth selection,pooled data,1
bandwidth selection,prevalence,1
binary regression,dorfman screening,1
binary regression,kernel estimator,1
binary regression,local polynomial estimator,1
binary regression,pooled data,1
binary regression,prevalence,1
dorfman screening,kernel estimator,1
dorfman screening,local polynomial estimator,1
dorfman screening,pooled data,1
dorfman screening,prevalence,1
kernel estimator,local polynomial estimator,1
kernel estimator,pooled data,1
kernel estimator,prevalence,1
local polynomial estimator,pooled data,1
pooled data,prevalence,1
bandwidth choice,cross-validation,2
bandwidth choice,nonparametric estimation,2
bandwidth choice,plug-in,1
cross-validation,nonparametric estimation,2
cross-validation,plug-in,2
nonparametric estimation,plug-in,1
logistic regression,maximum bias,1
logistic regression,one-step estimators,1
logistic regression,robust estimators,1
maximum bias,one-step estimators,1
maximum bias,robust estimators,1
one-step estimators,robust estimators,1
frobenius norm,support recovery,1
frobenius norm,universal thresholding,1
optimal rate,support recovery,1
optimal rate,universal thresholding,1
of convergence,support recovery,1
of convergence,universal thresholding,1
spectral norm,support recovery,1
spectral norm,universal thresholding,1
support recovery,universal thresholding,1
abic,censored longitudinal data,1
abic,kernel smoothing,1
abic,local maximum,1
abic,likelihood estimation,1
abic,quadratic approximation,1
abic,semiparametric model,1
censored longitudinal data,kernel smoothing,1
censored longitudinal data,local maximum,1
censored longitudinal data,likelihood estimation,1
censored longitudinal data,quadratic approximation,1
censored longitudinal data,semiparametric model,1
kernel smoothing,local maximum,1
kernel smoothing,likelihood estimation,1
kernel smoothing,quadratic approximation,1
likelihood estimation,local maximum,1
local maximum,quadratic approximation,1
local maximum,semiparametric model,1
likelihood estimation,quadratic approximation,1
likelihood estimation,semiparametric model,1
quadratic approximation,semiparametric model,1
dimensionality reduction,information criteria,1
dimensionality reduction,krylov subspaces,1
dimensionality reduction,model selection,1
information criteria,krylov subspaces,1
information criteria,model selection,2
krylov subspaces,model selection,1
bootstrap,mm-estimators,2
bootstrap,outliers,1
bootstrap,wilks' lambda,1
mm-estimators,outliers,1
mm-estimators,wilks' lambda,1
outliers,wilks' lambda,1
outliers,robust quasi-likelihood,1
robust quasi-likelihood,robustness,1
fay-herriot model,mean squared prediction error (mspe),1
